ticker,date,close,high,low,open,volume,time
GOOGL,2006-01-03,217.83,218.05,209.32,211.47,13137450,2016-12-14 04:41:16
GOOGL,2006-01-04,222.84,224.7,220.09,222.17,15292353,2016-12-14 04:41:16
GOOGL,2006-01-05,225.85,226,220.97,223.22,10815661,2016-12-14 04:41:16
GOOGL,2006-01-06,233.06,235.49,226.85,228.66,17759521,2016-12-14 04:41:16
GOOGL,2006-01-09,233.6835,236.9367,230.7005,233.4382,12795837,2016-12-14 04:41:16
GOOGL,2006-01-10,235.11,235.36,231.25,232.44,9104719,2016-12-14 04:41:16
GOOGL,2006-01-11,236.05,237.79,234.82,235.87,9008664,2016-12-14 04:41:16
GOOGL,2006-01-12,232.05,237.73,230.98,237.1,10125212,2016-12-14 04:41:16
GOOGL,2006-01-13,233.36,233.68,231.04,232.39,7660220,2016-12-14 04:41:16
GOOGL,2006-01-17,233.79,235.18,231.5,231.76,8335300,2016-12-14 04:41:16
GOOGL,2006-01-18,222.6774,228.9087,221.8466,223.8736,20511176,2016-12-14 04:41:16
GOOGL,2006-01-19,218.441,226.972,216.716,225.811,14539830,2016-12-14 04:41:16
GOOGL,2006-01-20,199.9298,220.235,197.5674,219.5693,41182889,2016-12-14 04:41:16
GOOGL,2006-01-23,213.96,214.41,203.07,203.89,22768073,2016-12-14 04:41:16
GOOGL,2006-01-24,221.74,222.7,217.46,218.23,15468453,2016-12-14 04:41:16
GOOGL,2006-01-25,216.72,227.34,214.82,225.86,18746567,2016-12-14 04:41:16
GOOGL,2006-01-26,217.35,220.215,211.992,219.99,12931382,2016-12-14 04:41:16
GOOGL,2006-01-27,216.96,219.33,214.7,217.72,8459747,2016-12-14 04:41:16
GOOGL,2006-01-30,213.62,216.86,212.71,214.83,8596167,2016-12-14 04:41:16
GOOGL,2006-01-31,216.5464,220.0198,212.1985,215.5003,22449604,2016-12-14 04:41:16
GOOGL,2006-02-01,201.09,201.2,193.95,194.71,27132792,2016-12-14 04:41:16
GOOGL,2006-02-02,198.22,203.45,198.19,202.11,11810931,2016-12-14 04:41:16
GOOGL,2006-02-03,190.968,197.147,186.471,197.007,18286547,2016-12-14 04:41:16
GOOGL,2006-02-06,192.74,195.14,189.97,192.85,8948485,2016-12-14 04:41:16
GOOGL,2006-02-07,184.144,192.042,181.854,191.686,16640139,2016-12-14 04:41:16
GOOGL,2006-02-08,184.72,185.53,177.51,184.42,20818364,2016-12-14 04:41:16
GOOGL,2006-02-09,179.56,187.39,178.23,185.79,11913420,2016-12-14 04:41:16
GOOGL,2006-02-10,181.49,182.43,176.75,181.16,15223458,2016-12-14 04:41:16
GOOGL,2006-02-13,173.02,175.48,171.12,173.49,19724806,2016-12-14 04:41:16
GOOGL,2006-02-14,171.83,176.02,171.37,172.84,14658822,2016-12-14 04:41:16
GOOGL,2006-02-15,171.36,173.17,169.08,170.81,12950205,2016-12-14 04:41:16
GOOGL,2006-02-16,183.41,183.68,172.42,173.01,21346655,2016-12-14 04:41:16
GOOGL,2006-02-17,184.56,186.26,181.99,185.11,14320187,2016-12-14 04:41:16
GOOGL,2006-02-21,183.48,186.96,182.74,183.4,8690747,2016-12-14 04:41:16
GOOGL,2006-02-22,182.93,184.66,182.11,183.76,6480739,2016-12-14 04:41:16
GOOGL,2006-02-23,189.22,190.81,182.88,182.99,12555816,2016-12-14 04:41:16
GOOGL,2006-02-24,188.89,190.23,186.93,188.84,6486245,2016-12-14 04:41:16
GOOGL,2006-02-27,195.383,196.046,190.33,190.826,10218579,2016-12-14 04:41:16
GOOGL,2006-02-28,181.49,198.97,169.42,196.8,39446833,2016-12-14 04:41:16
GOOGL,2006-03-01,182.58,184.91,180.83,184.46,12065342,2016-12-14 04:41:16
GOOGL,2006-03-02,188.41,190.74,181.28,182.32,18340198,2016-12-14 04:41:16
GOOGL,2006-03-03,189.28,193.81,188.07,192.34,11965401,2016-12-14 04:41:16
GOOGL,2006-03-06,184.23,191.89,183.75,190.65,8944987,2016-12-14 04:41:16
GOOGL,2006-03-07,182.41,184.41,179.25,182.69,10458838,2016-12-14 04:41:16
